,abl,abstract,access,act,add,algorithm,allow,also,anoth,appear,applic,appropri,avoid,becom,behavior,call,can,case,chang,class,client,code,combin,common,complex,compos,concret,consid,contain,correspond,creat,data,declar,defin,depend,describ,design,diagram,differ,display,document,draw,editor,encapsul,even,everi,exampl,extend,extens,first,flexibl,follow,forward,function,general,get,give,graphic,hierarchi,implement,includ,independ,inform,initi,instanc,instanti,intent,interfac,just,keep,key,kind,know,larg,let,like,made,maintain,make,manag,mani,may,might,modifi,motiv,multipl,must,need,new,number,object,often,one,open,oper,part,particular,pass,pattern,perform,possibl,present,problem,provid,put,refer,relationship,replac,repres,represent,request,requir,respons,result,return,reus,runtim,see,select,separ,set,sever,share,simpl,simpli,solut,specif,specifi,state,store,structur,subclass,support,suppos,system,text,therebi,therefor,time,toolkit,two,use,user,usual,vari,want,way,whenev,will,window,without,work
11,0,-5.113320308,0,-3.226145922,0,-3.226145922,-3.226145922,0,0,-6.452291844,-9.678437766,0,0,-3.226145922,0,0,-9.678437766,0,0,-5.113320308,-5.113320308,-6.452291844,-3.226145922,0,0,0,0,0,0,-3.226145922,-3.226145922,0,0,0,-7.490878854,-3.226145922,-5.113320308,-3.226145922,-6.452291844,0,-12.60419916,-7.490878854,-7.490878854,0,-5.113320308,-3.226145922,-7.490878854,-3.226145922,0,0,-3.226145922,-5.113320308,0,-3.226145922,0,0,0,-3.226145922,0,-6.452291844,0,-5.113320308,-6.452291844,0,-5.113320308,0,-3.226145922,0,0,0,-3.226145922,0,-5.113320308,-5.113320308,0,-3.226145922,-3.226145922,0,-5.113320308,0,0,-9.056936633,0,0,-3.226145922,-3.226145922,-3.226145922,-6.452291844,-3.226145922,-9.056936633,-16.13072961,0,-3.226145922,0,-5.113320308,0,-3.226145922,-6.452291844,-6.452291844,0,0,0,0,0,0,-3.226145922,0,-3.226145922,-7.490878854,0,-3.226145922,-3.226145922,-3.226145922,0,-3.226145922,0,-3.226145922,0,0,0,-5.113320308,0,-10.71702478,0,0,0,0,0,-10.22664062,-7.490878854,-7.490878854,0,-5.113320308,0,0,-5.113320308,-3.226145922,-3.226145922,0,0,0,-11.56561215,0,-3.226145922,-3.226145922,0,0,0,-6.452291844,0,-5.113320308,0
12,0,-3.363153123,0,0,0,-2.665235792,0,0,-1.681576562,0,-2.665235792,0,0,-1.681576562,0,0,-4.720782237,-1.681576562,0,-5.044729685,0,0,0,0,-1.681576562,0,0,0,-1.681576562,0,-1.681576562,0,0,-5.044729685,0,-2.665235792,0,0,0,0,0,0,0,0,-1.681576562,-1.681576562,-3.904499862,0,0,-1.681576562,0,-1.681576562,0,0,0,0,0,0,-1.681576562,-3.363153123,0,0,-1.681576562,0,-3.363153123,0,-1.681576562,0,0,0,0,-1.681576562,0,-1.681576562,0,0,-1.681576562,0,0,0,0,0,-1.681576562,0,-1.681576562,-1.681576562,0,0,0,0,0,-2.665235792,0,0,-1.681576562,-1.681576562,-2.665235792,0,-5.586076424,0,-1.681576562,0,-2.665235792,0,0,0,0,0,-5.044729685,-2.665235792,0,0,0,0,0,0,0,0,0,0,-1.681576562,0,0,-2.665235792,0,0,0,-1.681576562,-1.681576562,0,0,-2.665235792,0,-1.681576562,0,0,0,0,-1.681576562,0,0,-3.363153123,0,-1.681576562,0,0,0,0,-3.363153123,0,-1.681576562,-1.681576562
13,-2.487051285,-2.487051285,-6.982035666,0,0,0,0,-3.941883024,0,0,-2.487051285,-2.487051285,0,-2.487051285,0,-2.487051285,-5.774754252,0,-3.941883024,-6.982035666,-5.774754252,-4.97410257,0,-3.941883024,0,0,-2.487051285,0,0,-2.487051285,-3.941883024,-2.487051285,0,-4.97410257,-2.487051285,0,0,0,-6.428934309,0,0,0,0,0,-2.487051285,0,-5.774754252,0,0,-3.941883024,0,0,0,0,0,0,-3.941883024,0,-2.487051285,-2.487051285,0,-3.941883024,0,-2.487051285,-2.487051285,-3.941883024,-2.487051285,-5.774754252,0,-2.487051285,-2.487051285,0,-2.487051285,0,-4.97410257,-2.487051285,0,0,-2.487051285,0,0,0,-3.941883024,0,-2.487051285,-2.487051285,-2.487051285,-4.97410257,0,0,-8.603783852,0,-3.941883024,0,-4.97410257,0,0,0,-3.941883024,0,0,0,-2.487051285,-4.97410257,-2.487051285,0,-2.487051285,0,0,-2.487051285,0,0,-4.97410257,-2.487051285,-2.487051285,0,0,-2.487051285,0,-2.487051285,0,0,0,0,-2.487051285,0,-3.941883024,0,0,0,-5.774754252,-3.941883024,-4.97410257,0,0,0,0,0,0,0,-2.487051285,-3.941883024,0,0,0,-4.97410257,-4.97410257,0,-2.487051285,0,-6.428934309,-2.487051285
14,0,-6.797205973,0,-4.639814902,0,0,0,0,-2.927397273,-2.927397273,-2.927397273,0,-2.927397273,-2.927397273,-8.218243143,-5.854794546,-8.782191818,-2.927397273,-8.782191818,-8.218243143,-2.927397273,0,0,0,-2.927397273,0,0,-2.927397273,-2.927397273,0,-4.639814902,0,0,-5.854794546,-5.854794546,0,-2.927397273,-2.927397273,-4.639814902,-4.639814902,0,0,0,-4.639814902,-2.927397273,-4.639814902,-4.639814902,-2.927397273,0,0,0,-2.927397273,0,0,-2.927397273,-4.639814902,0,0,0,-2.927397273,0,0,-2.927397273,-2.927397273,0,0,-2.927397273,-2.927397273,0,-4.639814902,0,-2.927397273,-6.797205973,0,-4.639814902,-2.927397273,0,0,-2.927397273,0,-7.567212175,-4.639814902,-2.927397273,0,-2.927397273,0,0,0,0,-2.927397273,-12.43537142,-2.927397273,-4.639814902,0,-4.639814902,0,0,-2.927397273,-2.927397273,0,0,-2.927397273,-2.927397273,0,0,-6.797205973,0,-4.639814902,0,0,0,0,-2.927397273,-4.639814902,0,-2.927397273,0,0,-7.567212175,0,-4.639814902,-2.927397273,0,0,-2.927397273,0,0,0,0,0,0,-5.854794546,-2.927397273,0,-5.854794546,-5.854794546,-2.927397273,0,0,0,0,-4.639814902,-4.639814902,0,-2.927397273,0,-4.639814902,0,-4.639814902,-2.927397273,-2.927397273,0
15,0,0,0,0,0,0,-2.02479298,0,-2.02479298,-2.02479298,-3.209220946,0,0,0,0,0,-6.418441891,-3.209220946,0,0,0,0,0,0,0,0,0,-2.02479298,-2.02479298,0,-2.02479298,0,0,0,0,-3.209220946,0,0,0,0,0,0,-4.701423708,-4.701423708,0,0,-3.209220946,0,-2.02479298,0,0,-2.02479298,0,0,-2.02479298,0,-2.02479298,-4.049585961,0,-2.02479298,0,0,-4.701423708,-2.02479298,-2.02479298,0,-2.02479298,-3.209220946,-2.02479298,0,0,0,0,0,-3.209220946,0,-2.02479298,-4.049585961,-3.209220946,0,0,-2.02479298,-2.02479298,-2.02479298,-2.02479298,0,-4.049585961,-2.02479298,0,0,-7.70910552,0,0,0,-4.701423708,0,0,0,-3.209220946,0,0,0,-2.02479298,0,0,0,-2.02479298,0,0,0,-3.209220946,-2.02479298,0,-2.02479298,-3.209220946,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.910644653,-4.049585961,-2.02479298,0,-3.209220946,-2.02479298,-2.02479298,0,0,0,0,0,-2.02479298,-3.209220946,-5.234013926,0,0,0,-3.209220946,0,-3.209220946,0,-2.02479298,-2.02479298
16,-1.72480773,-1.72480773,0,0,0,0,0,-1.72480773,0,0,-3.449615461,0,0,0,-1.72480773,0,-4.004879527,0,-5.174423191,-1.72480773,0,0,0,-1.72480773,0,0,0,0,0,0,0,-4.004879527,0,-2.733755574,-3.449615461,-1.72480773,0,0,-2.733755574,0,0,0,0,-1.72480773,0,0,-1.72480773,0,0,0,0,-1.72480773,0,0,0,0,0,-1.72480773,0,0,0,-1.72480773,-1.72480773,0,0,0,-1.72480773,-2.733755574,0,0,-1.72480773,-1.72480773,-2.733755574,0,-2.733755574,0,0,-1.72480773,-1.72480773,0,-2.733755574,-2.733755574,0,0,-1.72480773,0,0,-2.733755574,0,-4.004879527,-6.382547032,0,-3.449615461,0,0,0,0,0,-3.449615461,0,0,-2.733755574,0,0,0,0,-1.72480773,0,0,0,0,-1.72480773,-1.72480773,0,0,-1.72480773,0,0,0,-2.733755574,0,0,0,0,0,0,0,0,-4.458563304,0,0,0,0,0,-1.72480773,0,-1.72480773,-1.72480773,0,-1.72480773,-2.733755574,-2.733755574,-4.004879527,0,-1.72480773,-1.72480773,0,-1.72480773,-1.72480773,0,-2.733755574,-1.72480773
17,0,-3.94572941,0,0,-6.435207494,0,0,-4.978956168,0,0,-3.94572941,-2.489478084,-2.489478084,-2.489478084,0,-2.489478084,-6.988848553,0,-2.489478084,-9.957912336,0,0,-2.489478084,0,0,-2.489478084,0,0,0,-2.489478084,-8.269867189,0,0,-2.489478084,0,0,-2.489478084,0,-5.780389105,0,-3.94572941,0,-6.435207494,0,-2.489478084,0,-2.489478084,0,0,0,-2.489478084,0,0,0,-2.489478084,0,0,-8.269867189,-3.94572941,0,-2.489478084,-2.489478084,0,-4.978956168,-8.612179198,-4.978956168,-2.489478084,0,-2.489478084,0,0,-6.435207494,-3.94572941,0,0,-3.94572941,0,0,-3.94572941,0,0,-3.94572941,0,0,-2.489478084,0,0,0,-5.780389105,-4.978956168,-8.924685578,0,-2.489478084,0,-2.489478084,0,0,0,-3.94572941,0,0,-2.489478084,-2.489478084,-3.94572941,0,0,0,0,-3.94572941,0,0,0,0,0,0,0,-2.489478084,0,-2.489478084,-2.489478084,0,0,0,0,0,-2.489478084,-2.489478084,-3.94572941,-3.94572941,0,0,-6.988848553,-2.489478084,-2.489478084,-3.94572941,0,-2.489478084,0,-2.489478084,0,0,-6.988848553,-2.489478084,0,0,0,0,0,-3.94572941,0,0,0
18,0,-2.813592885,-8.91887843,-4.459439215,-2.813592885,0,0,-5.62718577,-4.459439215,0,-5.62718577,0,-2.813592885,-2.813592885,0,-4.459439215,-7.898753834,-4.459439215,-2.813592885,-5.62718577,0,-2.813592885,0,-2.813592885,0,0,0,-2.813592885,0,0,-8.91887843,0,0,-2.813592885,0,-2.813592885,0,0,-4.459439215,-2.813592885,-8.91887843,-4.459439215,-6.532960367,0,0,0,-5.62718577,0,0,-2.813592885,0,0,-5.62718577,0,0,0,0,-5.62718577,0,-2.813592885,-2.813592885,0,0,-2.813592885,-2.813592885,-7.2730321,-2.813592885,-2.813592885,-2.813592885,-2.813592885,0,-2.813592885,0,-2.813592885,-2.813592885,-4.459439215,0,-2.813592885,-2.813592885,0,0,0,0,0,-4.459439215,0,-2.813592885,-4.459439215,0,-2.813592885,-12.35819305,0,-2.813592885,-4.459439215,-6.532960367,0,0,-2.813592885,-2.813592885,-2.813592885,0,0,0,-5.62718577,-2.813592885,-9.346553252,0,-2.813592885,-2.813592885,0,-6.532960367,-2.813592885,0,0,-2.813592885,0,0,0,0,-2.813592885,0,-2.813592885,0,-2.813592885,0,-2.813592885,0,0,0,-6.532960367,0,0,0,0,-4.459439215,0,0,-2.813592885,-2.813592885,0,0,-7.898753834,0,0,0,0,0,-2.813592885,-2.813592885,0,-2.813592885,0
19,-0.721094855,0,-2.024369191,0,0,0,0,0,0,0,-0.721094855,0,0,0,0,0,-1.674330404,0,0,-2.024369191,-1.142908305,-0.721094855,0,0,0,0,0,0,0,0,-1.142908305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.721094855,-0.721094855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.494578342,-0.721094855,-0.721094855,0,0,-1.142908305,0,0,0,0,0,0,0,0,-1.142908305,-0.721094855,-0.721094855,0,0,-0.721094855,-0.721094855,-0.721094855,-1.142908305,0,-0.721094855,0,-1.442189711,0,-2.395425259,0,0,0,0,0,-1.142908305,0,0,0,0,-1.142908305,0,0,0,0,0,0,-0.721094855,0,-0.721094855,0,0,0,0,0,0,0,0,0,0,0,0,-0.721094855,0,0,0,0,0,-0.721094855,0,0,-1.442189711,0,0,0,0,0,0,-1.142908305,0,0,0,0,-0.721094855,0,-1.142908305,-0.721094855,-0.721094855,0
20,0,-1.645714929,0,0,0,0,-1.645714929,0,0,-1.645714929,-1.645714929,0,0,0,-4.254111378,0,-3.291429858,-1.645714929,-3.82123173,-5.216792899,0,0,0,-1.645714929,0,0,0,-1.645714929,-1.645714929,0,0,0,-1.645714929,0,-4.254111378,-1.645714929,0,0,-3.291429858,0,0,0,0,0,0,0,-3.291429858,0,0,0,0,-1.645714929,0,0,0,0,0,0,0,-1.645714929,0,-1.645714929,0,0,-3.82123173,0,-1.645714929,-1.645714929,0,0,-1.645714929,0,0,-1.645714929,-1.645714929,0,0,-1.645714929,0,0,0,0,0,0,-1.645714929,0,-1.645714929,0,0,0,-6.089868888,-1.645714929,-2.608396449,-1.645714929,-3.291429858,0,-2.608396449,0,-3.82123173,-1.645714929,0,0,0,0,-1.645714929,0,0,-1.645714929,-3.82123173,0,-1.645714929,0,0,0,0,0,-1.645714929,0,0,-1.645714929,0,-2.608396449,0,0,0,0,0,0,-7.228502356,0,-1.645714929,-1.645714929,0,0,0,0,0,0,0,0,0,-3.291429858,0,-1.645714929,-1.645714929,0,0,-1.645714929,-3.291429858,0,0,0
21,0,0,0,0,-1.904963362,-7.442483444,0,0,0,-1.904963362,-1.904963362,-1.904963362,-3.019295494,0,-3.809926724,-1.904963362,-3.019295494,0,0,-6.328151312,-4.42318795,-1.904963362,0,0,-3.019295494,0,0,0,0,0,0,-1.904963362,0,-3.809926724,0,0,0,0,-4.924258856,-1.904963362,0,0,0,-3.019295494,0,0,-3.019295494,0,0,0,0,0,-1.904963362,0,0,-1.904963362,0,0,0,-4.42318795,0,-1.904963362,0,0,0,0,-1.904963362,0,0,0,0,0,-1.904963362,0,-1.904963362,0,0,-3.019295494,-3.019295494,0,-3.809926724,0,-1.904963362,0,-1.904963362,-3.019295494,0,-3.019295494,-1.904963362,0,-3.019295494,0,-4.924258856,0,-1.904963362,-1.904963362,0,0,-3.019295494,0,0,0,-1.904963362,0,0,-1.904963362,0,0,0,0,0,-1.904963362,-3.019295494,0,0,0,0,0,-1.904963362,-1.904963362,0,-1.904963362,0,-1.904963362,0,0,0,-1.904963362,0,0,0,-3.019295494,-3.019295494,-1.904963362,0,-4.42318795,0,0,-3.019295494,0,0,-6.038590988,0,0,-3.019295494,0,-3.019295494,-1.904963362,-1.904963362,0,0,0
22,0,-2.404737212,0,0,-1.517220256,-4.551660769,0,-1.517220256,0,0,-4.809474423,0,-1.517220256,0,-3.034440513,-3.034440513,-3.921957468,-1.517220256,-1.517220256,-3.921957468,0,-3.034440513,0,-2.404737212,0,0,-1.517220256,-1.517220256,0,0,-2.404737212,0,0,-4.809474423,0,-1.517220256,0,0,-1.517220256,0,-5.927613551,-1.517220256,0,0,0,0,-2.404737212,0,-2.404737212,-1.517220256,0,0,0,0,-1.517220256,0,0,0,0,-2.404737212,0,0,-1.517220256,0,0,0,-1.517220256,0,0,0,0,0,-1.517220256,0,-2.404737212,0,0,0,0,0,0,0,0,0,-1.517220256,0,0,-1.517220256,-2.404737212,0,-1.517220256,0,-1.517220256,-3.034440513,-4.551660769,-1.517220256,0,0,-1.517220256,0,0,0,0,-2.404737212,0,0,0,-1.517220256,-1.517220256,0,0,0,-1.517220256,0,0,0,0,-1.517220256,0,-1.517220256,-1.517220256,0,0,0,0,0,-2.404737212,0,0,-1.517220256,0,-5.040096595,0,0,0,0,0,0,0,0,0,-2.404737212,0,0,-2.404737212,0,0,0,0,0,-1.517220256,0
23,0,-7.394508066,-2.633976918,0,-4.174754643,0,0,-4.174754643,-4.174754643,0,-4.174754643,0,-2.633976918,0,0,-7.901930755,-4.174754643,0,-6.115905008,-11.56926271,0,-7.901930755,0,0,0,0,-2.633976918,-2.633976918,-2.633976918,0,-2.633976918,0,-2.633976918,-9.44270848,-4.174754643,0,0,-4.174754643,-4.174754643,0,0,0,0,-2.633976918,0,0,-2.633976918,0,0,0,0,0,0,-2.633976918,0,0,0,0,-6.115905008,-4.174754643,-2.633976918,-2.633976918,0,0,0,0,-2.633976918,-4.174754643,-4.174754643,-2.633976918,0,0,0,0,-4.174754643,-2.633976918,0,-2.633976918,-2.633976918,0,-4.174754643,0,-4.174754643,0,-2.633976918,0,-2.633976918,-8.349509287,-7.901930755,0,-9.112063034,0,-6.115905008,0,-12.52426393,-2.633976918,0,-2.633976918,-5.267953837,-6.115905008,0,0,-2.633976918,0,-2.633976918,-2.633976918,0,0,-5.267953837,0,-2.633976918,-4.174754643,0,0,0,0,0,-2.633976918,0,-2.633976918,-2.633976918,0,0,0,-2.633976918,0,0,0,0,0,-7.394508066,-5.267953837,0,0,-2.633976918,0,0,0,0,0,-2.633976918,-7.901930755,0,-2.633976918,0,-4.174754643,0,0,-7.901930755,0,-2.633976918,-2.633976918
